FINANCIAL_SUMMARY_SALES_ID,ACTUAL_UNITS,ACTUAL_AMOUNT,FORCAST_UNIT,FORCAST_AMOUNT,LOCATION_ID,SALES_CLASS_ID,REPORT_BEGIN_DATE_ID,REPORT_END_DATE_ID
2013090401,2772972,2120075.47,3801450,2902941,1,4,20130902,20130930
2013090402,3682588,2808801.95,4054868,3099168,2,4,20130902,20130930
2013090403,4669611,3603807.2,6536480,5076736,3,4,20130902,20130930
2013090404,1082166,839874.4,2251702,1759421,4,4,20130902,20130930
2013090405,2074097,1582319.14,3645170,2825439,5,4,20130902,20130930
2013090406,3684385,2800046.49,4504004,3456505,6,4,20130902,20130930
2013090407,2584456,1909895.58,4704798,3564730,7,4,20130902,20130930
2013090408,443665,354145.44,2644126,2111221,8,4,20130902,20130930
2013090409,2420610,1890765.15,3571808,2773120,9,4,20130902,20130930
2013090410,4837016,3758338.85,7800766,6086738,10,4,20130902,20130930
2013090411,1739439,1393521.02,1938382,1555901,11,4,20130902,20130930
2013090412,1314507,1076050.4,1833932,1461107,12,4,20130902,20130930
2013090501,3291165,2520579.97,6997998,5395966,1,5,20130902,20130930
2013090502,3291109,2604068.22,7288663,5673808,2,5,20130902,20130930
2013090503,4083312,3184627.73,5714671,4407293,3,5,20130902,20130930
2013090504,5414947,4166996,6940886,5407534,4,5,20130902,20130930
2013090505,3490220,2688605.26,3894132,3013889,5,5,20130902,20130930
2013090506,1207575,973688.85,2416813,1971488,6,5,20130902,20130930
2013090507,2077469,1543734.16,6664893,5118033,7,5,20130902,20130930
2013090508,597484,458330.08,1886331,1471782,8,5,20130902,20130930
2013090509,1532546,1164532.91,4283418,3271991,9,5,20130902,20130930
2013090510,4165160,3128654.47,9067094,6860814,10,5,20130902,20130930
2013090512,2362819,1870273.53,3824177,2948600,12,5,20130902,20130930
2013090601,1895247,1459447.19,5024205,3902182,1,6,20130902,20130930
2013090603,3138953,2347499.57,3951649,2951269,3,6,20130902,20130930
2013090604,2286953,1804714.57,2975464,2381575,4,6,20130902,20130930
2013090606,2750401,2152283.36,3794312,2994157,6,6,20130902,20130930
2013090607,1904225,1447217.46,4026658,3102778,7,6,20130902,20130930
2013090608,1891413,1479859.63,4434834,3455863,8,6,20130902,20130930
2013090609,2305277,1788057.83,3488715,2717287,9,6,20130902,20130930
2013090611,3958045,3158080.84,7595830,6028163,11,6,20130902,20130930
2013090612,3954802,2998394.97,7031973,5342678,12,6,20130902,20130930
2013100101,4898622,7516131.36,5057357,7801640,1,1,20131001,20131031
2013100102,2235122,3394985.92,2180927,3344806,2,1,20131001,20131031
2013100103,6097388,9147361.87,7873747,11850806,3,1,20131001,20131031
2013100104,3513475,5544584.13,6623187,10298496,4,1,20131001,20131031
2013100105,4622302,7151795.33,6751496,10429374,5,1,20131001,20131031
2013100106,4858221,7563150.04,5560019,8626528,6,1,20131001,20131031
2013100107,4442568,6924833.06,5372990,8353978,7,1,20131001,20131031
2013100108,3985721,6097571.36,4978375,7743195,8,1,20131001,20131031
2013100109,7646285,11734787.28,8672089,13266487,9,1,20131001,20131031
2013100110,883842,1375212.89,3854661,5834635,10,1,20131001,20131031
2013100111,7724050,11961045.01,9295133,14380330,11,1,20131001,20131031
2013100112,2592746,3945211.08,3275239,5005159,12,1,20131001,20131031
2013100201,3118062,4869020.7,4007104,6264079,1,2,20131001,20131031
2013100202,1655939,2679822.63,1998042,3217005,2,2,20131001,20131031
2013100203,2169745,3419969.34,2756811,4373010,3,2,20131001,20131031
2013100204,3775040,5769497.19,6071420,9235616,4,2,20131001,20131031
2013100205,5076730,7819832.77,7449617,11450844,5,2,20131001,20131031
2013100206,2734392,4261510.72,3772673,5891399,6,2,20131001,20131031
2013100207,6872958,10778880.08,9381846,14554551,7,2,20131001,20131031
2013100208,5756146,8799401.33,9371946,14426419,8,2,20131001,20131031
2013100209,2247786,3500959.88,3361152,5254427,9,2,20131001,20131031
2013100210,3327299,5183209.23,5307147,8296169,10,2,20131001,20131031
2013100211,1508271,2303868.1,3407005,5185915,11,2,20131001,20131031
2013100212,1375147,2188864.14,3866891,5975917,12,2,20131001,20131031
2013100301,7091967,5550822.82,8293753,6485318,1,3,20131001,20131031
2013100302,3123635,2420949.47,5069641,3910431,2,3,20131001,20131031
2013100303,3360648,2593720.15,3428740,2648666,3,3,20131001,20131031
2013100304,2623754,2021640.26,5853248,4463082,4,3,20131001,20131031
2013100305,4793881,3751229.94,4665285,3657916,5,3,20131001,20131031
2013100306,4103668,3165177.72,4709460,3613161,6,3,20131001,20131031
2013100307,5750311,4379612.34,6742249,5154697,7,3,20131001,20131031
2013100308,3572338,2764811.86,5020663,3934784,8,3,20131001,20131031
2013100309,3218893,2468025.19,3847934,2986396,9,3,20131001,20131031
2013100310,6260253,4896321.09,9235941,7166946,10,3,20131001,20131031
2013100311,5128722,3991224.79,7542512,5860523,11,3,20131001,20131031
2013100312,4093528,3134236.33,5427516,4152124,12,3,20131001,20131031
2013100401,2844464,2172979.55,3801450,2902941,1,4,20131001,20131031
2013100402,4345588,3321367.25,4054868,3099168,2,4,20131001,20131031
2013100403,5131431,3965781.72,6536480,5076736,3,4,20131001,20131031
2013100404,1466376,1160997.12,2251702,1759421,4,4,20131001,20131031
2013100405,2318781,1787951.57,3645170,2825439,5,4,20131001,20131031
2013100406,4297225,3281125.89,4504004,3456505,6,4,20131001,20131031
2013100407,3483393,2620505.28,4704798,3564730,7,4,20131001,20131031
2013100408,443665,354145.44,2644126,2111221,8,4,20131001,20131031
2013100409,3434276,2654157.01,3571808,2773120,9,4,20131001,20131031
2013100410,6065984,4729346.47,7800766,6086738,10,4,20131001,20131031
2013100411,2485125,1996259.01,1938382,1555901,11,4,20131001,20131031
2013100412,1314507,1076050.4,1833932,1461107,12,4,20131001,20131031
2013100501,5812626,4468660.74,6997998,5395966,1,5,20131001,20131031
2013100502,4410364,3445636.05,7288663,5673808,2,5,20131001,20131031
2013100503,4121862,3215082.23,5714671,4407293,3,5,20131001,20131031
2013100504,6367666,4960706.2,6940886,5407534,4,5,20131001,20131031
2013100505,3541565,2727627.46,3894132,3013889,5,5,20131001,20131031
2013100506,1303223,1058212.99,2416813,1971488,6,5,20131001,20131031
2013100507,3572054,2688287.35,6664893,5118033,7,5,20131001,20131031
2013100508,1357755,1046019.56,1886331,1471782,8,5,20131001,20131031
2013100509,2553472,1922672.56,4283418,3271991,9,5,20131001,20131031
2013100510,5536684,4151399.92,9067094,6860814,10,5,20131001,20131031
2013100511,5292976,4140175.14,7600962,5933952,11,5,20131001,20131031
2013100512,2362819,1870273.53,3824177,2948600,12,5,20131001,20131031
2013100601,2700652,2069863.64,5024205,3902182,1,6,20131001,20131031
2013100602,2521913,1908011.51,3770415,2914374,2,6,20131001,20131031
2013100603,3464446,2588364.39,3951649,2951269,3,6,20131001,20131031
2013100604,2330463,1838652.37,2975464,2381575,4,6,20131001,20131031
2013100605,2931019,2338914,3445504,2750541,5,6,20131001,20131031
2013100606,2750401,2152283.36,3794312,2994157,6,6,20131001,20131031
2013100607,2206790,1679284.82,4026658,3102778,7,6,20131001,20131031
2013100609,2978259,2310089.97,3488715,2717287,9,6,20131001,20131031
2013100610,2987178,2297404.35,3690875,2820779,10,6,20131001,20131031
2013100612,5728256,4338416.81,7031973,5342678,12,6,20131001,20131031
2013110101,5030231,7754225.2,5057357,7801640,1,1,20131101,20131129
2013110102,2329888,3570956.91,2180927,3344806,2,1,20131101,20131129
2013110103,6804878,10202724.7,7873747,11850806,3,1,20131101,20131129
2013110104,5778487,9023642.56,6623187,10298496,4,1,20131101,20131129
2013110105,5252774,8133944.61,6751496,10429374,5,1,20131101,20131129
2013110106,5318310,8253283.54,5560019,8626528,6,1,20131101,20131129
2013110107,4913370,7661920.67,5372990,8353978,7,1,20131101,20131129
2013110108,4608581,7101808.54,4978375,7743195,8,1,20131101,20131129
2013110109,7646285,11734787.28,8672089,13266487,9,1,20131101,20131129
2013110110,1414849,2159138.52,3854661,5834635,10,1,20131101,20131129
2013110111,7802971,12076269.67,9295133,14380330,11,1,20131101,20131129
2013110112,2999186,4562999.88,3275239,5005159,12,1,20131101,20131129
2013110201,3377059,5262696.14,4007104,6264079,1,2,20131101,20131129
2013110202,1723093,2785254.41,1998042,3217005,2,2,20131101,20131129
2013110203,2507416,3973851.08,2756811,4373010,3,2,20131101,20131129
2013110204,4342822,6651035.52,6071420,9235616,4,2,20131101,20131129
2013110205,5076730,7819832.77,7449617,11450844,5,2,20131101,20131129
2013110206,3455462,5396042.26,3772673,5891399,6,2,20131101,20131129
2013110207,8682351,13498397.76,9381846,14554551,7,2,20131101,20131129
2013110208,6717085,10283763.8,9371946,14426419,8,2,20131101,20131129
2013110209,3643911,5663836.73,3361152,5254427,9,2,20131101,20131129
2013110210,4305889,6664598.77,5307147,8296169,10,2,20131101,20131129
2013110211,3454514,5261378.96,3407005,5185915,11,2,20131101,20131129
2013110212,3025145,4657921.15,3866891,5975917,12,2,20131101,20131129
2013110301,7837478,6135079.79,8293753,6485318,1,3,20131101,20131129
2013110302,3202037,2486885.55,5069641,3910431,2,3,20131101,20131129
2013110303,3360648,2593720.15,3428740,2648666,3,3,20131101,20131129
2013110304,4239250,3220176.74,5853248,4463082,4,3,20131101,20131129
2013110305,5245207,4111974.81,4665285,3657916,5,3,20131101,20131129
2013110306,5096267,3909924.75,4709460,3613161,6,3,20131101,20131129
2013110307,6913660,5280742.48,6742249,5154697,7,3,20131101,20131129
2013110308,3572338,2764811.86,5020663,3934784,8,3,20131101,20131129
2013110309,3704679,2852330.49,3847934,2986396,9,3,20131101,20131129
2013110310,7334726,5697233.26,9235941,7166946,10,3,20131101,20131129
2013110311,6786883,5274807.22,7542512,5860523,11,3,20131101,20131129
2013110312,4282350,3293167.81,5427516,4152124,12,3,20131101,20131129
2013110401,3543204,2701995.6,3801450,2902941,1,4,20131101,20131129
2013110402,4345588,3321367.25,4054868,3099168,2,4,20131101,20131129
2013110403,5368726,4181364.23,6536480,5076736,3,4,20131101,20131129
2013110404,2243402,1752935.53,2251702,1759421,4,4,20131101,20131129
2013110405,3122088,2423608.4,3645170,2825439,5,4,20131101,20131129
2013110406,4297225,3281125.89,4504004,3456505,6,4,20131101,20131129
2013110407,3784425,2852570.85,4704798,3564730,7,4,20131101,20131129
2013110408,443665,354145.44,2644126,2111221,8,4,20131101,20131129
2013110409,3653339,2835782.14,3571808,2773120,9,4,20131101,20131129
2013110410,7347549,5715126.27,7800766,6086738,10,4,20131101,20131129
2013110411,2551174,2047777.23,1938382,1555901,11,4,20131101,20131129
2013110412,1549891,1250234.56,1833932,1461107,12,4,20131101,20131129
2013110501,6576168,5066590.48,6997998,5395966,1,5,20131101,20131129
2013110502,6264668,4848973.32,7288663,5673808,2,5,20131101,20131129
2013110503,4546945,3547327.1,5714671,4407293,3,5,20131101,20131129
2013110504,6367666,4960706.2,6940886,5407534,4,5,20131101,20131129
2013110505,3583008,2771988.05,3894132,3013889,5,5,20131101,20131129
2013110506,1753091,1425890.11,2416813,1971488,6,5,20131101,20131129
2013110507,5256943,4046813.35,6664893,5118033,7,5,20131101,20131129
2013110508,1632622,1273829.33,1886331,1471782,8,5,20131101,20131129
2013110509,3225386,2465646.26,4283418,3271991,9,5,20131101,20131129
2013110510,6660203,5030665.89,9067094,6860814,10,5,20131101,20131129
2013110511,6596528,5128919.33,7600962,5933952,11,5,20131101,20131129
2013110512,3075786,2416049.77,3824177,2948600,12,5,20131101,20131129
2013110601,3523739,2706274.51,5024205,3902182,1,6,20131101,20131129
2013110602,3073135,2372581.41,3770415,2914374,2,6,20131101,20131129
2013110603,3604862,2692272.23,3951649,2951269,3,6,20131101,20131129
2013110604,2478397,1959765.94,2975464,2381575,4,6,20131101,20131129
2013110605,3415489,2729057.69,3445504,2750541,5,6,20131101,20131129
2013110607,3003265,2292570.57,4026658,3102778,7,6,20131101,20131129
2013110608,2453853,1907171.9,4434834,3455863,8,6,20131101,20131129
2013110609,3228152,2513477.88,3488715,2717287,9,6,20131101,20131129
2013110610,3985396,3045868.21,3690875,2820779,10,6,20131101,20131129
2013110611,5594356,4424894.73,7595830,6028163,11,6,20131101,20131129
2013110612,7349944,5584684.04,7031973,5342678,12,6,20131101,20131129
2013120101,5233734,8073724.91,5057357,7801640,1,1,20131202,20131231
2013120102,2379626,3649542.95,2180927,3344806,2,1,20131202,20131231
2013120103,7435078,11190563.2,7873747,11850806,3,1,20131202,20131231
2013120104,7175718,11157633.47,6623187,10298496,4,1,20131202,20131231
2013120105,6489328,10024388.37,6751496,10429374,5,1,20131202,20131231
2013120106,5374596,8338838.26,5560019,8626528,6,1,20131202,20131231
2015010410,681528,509305.87,4270746,3331907,10,4,20150101,20150130
2015010411,1142941,850576.69,1704269,1298879,11,4,20150101,20150130
2015010412,709398,558792.8,3274826,2504051,12,4,20150101,20150130
2015010501,676358,542506.75,4919506,3822773,1,5,20150101,20150130
2015010502,0,0,2155294,1654525,2,5,20150101,20150130
2015010503,670165,515021.8,1538049,1220273,3,5,20150101,20150130
2015010504,0,0,3494143,2780554,4,5,20150101,20150130
2015010505,989329,745855.13,6667351,5124196,5,5,20150101,20150130
2015010506,1411156,1064434.97,6594029,5090609,6,5,20150101,20150130
2015010507,525015,405259.08,4569431,3501791,7,5,20150101,20150130
2015010509,38246,29831.88,1506995,1212732,9,5,20150101,20150130
2015010510,209896,158555.44,4676445,3647333,10,5,20150101,20150130
2015010512,252612,206889.23,1579462,1238771,12,5,20150101,20150130
2015010601,485743,376693.7,4013027,3170233,1,6,20150101,20150130
2015010602,120798,89390.52,1250157,988567,2,6,20150101,20150130
2015010603,855160,640856.9,2824869,2163129,3,6,20150101,20150130
2015010605,534685,415343.31,2903875,2212463,5,6,20150101,20150130
2015010606,181986,140129.22,3691601,2924697,6,6,20150101,20150130
2015010608,507000,455133.9,3114628,2453640,8,6,20150101,20150130
2014030110,2520306,3997745.5,7316184,11462884,10,1,20140303,20140331
2014030111,1057762,1628898.39,7046652,10861347,11,1,20140303,20140331
2014030112,748324,1146787.64,5475656,8613348,12,1,20140303,20140331
2014030201,964827,1589755.98,7465112,11792504,1,2,20140303,20140331
2014030202,2901267,4504884.84,7569002,11936682,2,2,20140303,20140331
2014030203,1652148,2652870.93,7066733,11290932,3,2,20140303,20140331
2014030204,3692711,5579238.79,9623054,14873021,4,2,20140303,20140331
2014030205,2218449,3429601.76,8483856,13299461,5,2,20140303,20140331
2014030206,764192,1187238.41,9589506,14647012,6,2,20140303,20140331
2014030207,2200307,3334961.95,7169488,11113825,7,2,20140303,20140331
2014030208,2369573,3674806.15,11154779,17337442,8,2,20140303,20140331
2014030209,2501873,3834125.93,5201633,7989329,9,2,20140303,20140331
2014030210,3254415,4952684.17,14698089,22712529,10,2,20140303,20140331
2014030211,138011,219161.47,2486425,3900892,11,2,20140303,20140331
2014030212,2354700,3560085.14,6965341,10710994,12,2,20140303,20140331
2014030301,783100,595704.17,6936756,5365102,1,3,20140303,20140331
2014030302,2001923,1556771.32,5804685,4618081,2,3,20140303,20140331
2014030303,1173849,890441.29,8061898,6260014,3,3,20140303,20140331
2014030304,1597052,1216004.15,10636889,8082305,4,3,20140303,20140331
2014030305,2259245,1773047.73,5489820,4273873,5,3,20140303,20140331
2014030306,2575465,2011948.7,7190270,5578541,6,3,20140303,20140331
2014030307,2220936,1824911.11,14850853,11442243,7,3,20140303,20140331
2014030308,1723997,1394320.7,5352681,4167235,8,3,20140303,20140331
2014030309,3506584,2669488.23,10761494,8343963,9,3,20140303,20140331
2014030310,2092009,1620017.92,12956926,9874670,10,3,20140303,20140331
2014030311,3856022,3007406.93,11021492,8539667,11,3,20140303,20140331
2014030312,4288727,3297680.76,12841210,9931385,12,3,20140303,20140331
2014030401,1074308,827067.29,9452382,7295936,1,4,20140303,20140331
2014030402,1725314,1305271.04,10124466,7864003,2,4,20140303,20140331
2014030403,2134154,1690443.15,4151427,3268281,3,4,20140303,20140331
2014030404,2651953,2084454.1,6891775,5350185,4,4,20140303,20140331
2014030405,1923440,1502164.04,8863137,6982658,5,4,20140303,20140331
2014030406,895859,682656.21,6818230,5191207,6,4,20140303,20140331
2014030407,4207099,3229048.13,11667102,9117896,7,4,20140303,20140331
2014030408,2686433,2016913.4,8901373,6898665,8,4,20140303,20140331
2014030409,2490121,1919839.68,9415556,7334175,9,4,20140303,20140331
2014030410,1057821,806132.89,12801834,9927550,10,4,20140303,20140331
2014030411,2190012,1671977.87,4743297,3707540,11,4,20140303,20140331
2014030412,2509807,1989411.17,11935065,9330688,12,4,20140303,20140331
2014030501,906131,670536.94,7024949,5390167,1,5,20140303,20140331
2014030502,2677700,2094221.86,3389854,2652424,2,5,20140303,20140331
2014030503,1624134,1295052.95,11665296,8947101,3,5,20140303,20140331
2014030504,905199,723506.12,4599383,3622425,4,5,20140303,20140331
2014030505,3258699,2476769.82,8364605,6494514,5,5,20140303,20140331
2014030506,3939326,3049127.35,11597780,9034851,6,5,20140303,20140331
2014030508,1574059,1220100.2,8922120,6773240,8,5,20140303,20140331
2014030509,2186022,1834089.89,10380731,8278626,9,5,20140303,20140331
2014030511,2300983,1781529.81,10198677,7913832,11,5,20140303,20140331
2014030512,2281546,1759875.55,11925478,9171054,12,5,20140303,20140331
2014030601,2491014,1910591.85,8873480,6784881,1,6,20140303,20140331
2014030602,2035708,1561093.53,8765148,6761642,2,6,20140303,20140331
2014030603,2882793,2253483.03,17259587,13391395,3,6,20140303,20140331
2014030604,808768,627613.16,5306700,4052277,4,6,20140303,20140331
2014030605,2186106,1679749.68,10268393,7942612,5,6,20140303,20140331
2014030607,1837220,1433989.92,8500449,6653625,7,6,20140303,20140331
2014030608,1008802,816348.23,15245605,11784323,8,6,20140303,20140331
2014030609,1134972,872588.48,8307936,6456533,9,6,20140303,20140331
2014030610,1860204,1439573.32,5649219,4343312,10,6,20140303,20140331
2014030611,2001339,1505403,6859037,5316980,11,6,20140303,20140331
2014030612,2095140,1674728.48,8777438,6809413,12,6,20140303,20140331
2014040101,3307232,5023465.49,9975249,15280337,1,1,20140401,20140430
2014040102,2910765,4467519.35,6348739,9917053,2,1,20140401,20140430
2014040103,4505278,6883174.15,14229160,21928919,3,1,20140401,20140430
2014040104,2108176,3346855.08,7633299,11747759,4,1,20140401,20140430
2014040105,1603202,2508724.75,5645066,8998836,5,1,20140401,20140430
2014040106,3130642,4867120.2,7513521,11699523,6,1,20140401,20140430
2014040107,4835411,7521479.02,9398848,14759145,7,1,20140401,20140430
2014040108,4162100,6398822.67,6771022,10488214,8,1,20140401,20140430
2014040109,4249786,6494325.54,11648943,18157482,9,1,20140401,20140430
2014040110,2520306,3997745.5,7316184,11462884,10,1,20140401,20140430
2014040111,1630423,2510796.33,7046652,10861347,11,1,20140401,20140430
2014040112,748324,1146787.64,5475656,8613348,12,1,20140401,20140430
2014040201,964827,1589755.98,7465112,11792504,1,2,20140401,20140430
2014040202,3805519,6077650.34,7569002,11936682,2,2,20140401,20140430
2014040203,2476092,3918284.13,7066733,11290932,3,2,20140401,20140430
2014040204,3837436,5806457.04,9623054,14873021,4,2,20140401,20140430
2014040205,2240336,3464620.96,8483856,13299461,5,2,20140401,20140430
2014040206,1001296,1553872.33,9589506,14647012,6,2,20140401,20140430
2014040207,2417753,3686311.2,7169488,11113825,7,2,20140401,20140430
2014040208,3939140,6019268.38,11154779,17337442,8,2,20140401,20140430
2014040209,2501873,3834125.93,5201633,7989329,9,2,20140401,20140430
2014040210,6571684,10093455.94,14698089,22712529,10,2,20140401,20140430
2014040211,310328,489699.16,2486425,3900892,11,2,20140401,20140430
2014040212,2871408,4314478.82,6965341,10710994,12,2,20140401,20140430
2014040301,2004016,1528239.81,6936756,5365102,1,3,20140401,20140430
2014040302,2001923,1556771.32,5804685,4618081,2,3,20140401,20140430
2014040303,1173849,890441.29,8061898,6260014,3,3,20140401,20140430
2014040304,1597052,1216004.15,10636889,8082305,4,3,20140401,20140430
2014040305,3140132,2426753.97,5489820,4273873,5,3,20140401,20140430
2014040306,3250975,2534860.99,7190270,5578541,6,3,20140401,20140430
2014040307,3441550,2737686.26,14850853,11442243,7,3,20140401,20140430
2014040308,2734997,2163995,5352681,4167235,8,3,20140401,20140430
2014040309,4584688,3475478.78,10761494,8343963,9,3,20140401,20140430
2014040310,3641978,2775519.81,12956926,9874670,10,3,20140401,20140430
2014040311,4008400,3127739.84,11021492,8539667,11,3,20140401,20140430
2014040312,6130721,4747698.44,12841210,9931385,12,3,20140401,20140430
2014040401,1670821,1290915.8,9452382,7295936,1,4,20140401,20140430
2014040402,1987301,1511114.23,10124466,7864003,2,4,20140401,20140430
2014040403,2312056,1829206.71,4151427,3268281,3,4,20140401,20140430
2014040404,2708796,2131190.41,6891775,5350185,4,4,20140401,20140430
2014040405,3440715,2739805.26,8863137,6982658,5,4,20140401,20140430
2014040406,1713942,1292291.66,6818230,5191207,6,4,20140401,20140430
2014040407,4994066,3827772.62,11667102,9117896,7,4,20140401,20140430
2014040408,4127441,3230386.24,8901373,6898665,8,4,20140401,20140430
2014040409,3661926,2848846.68,9415556,7334175,9,4,20140401,20140430
2014040410,1506675,1159829.84,12801834,9927550,10,4,20140401,20140430
2014040411,2582958,1981304.96,4743297,3707540,11,4,20140401,20140430
2014040412,3561477,2785525.36,11935065,9330688,12,4,20140401,20140430
2014040501,1992541,1522608.3,7024949,5390167,1,5,20140401,20140430
2014040502,3061140,2400973.86,3389854,2652424,2,5,20140401,20140430
2014040503,2841387,2184864.89,11665296,8947101,3,5,20140401,20140430
2014040504,1400256,1102670.28,4599383,3622425,4,5,20140401,20140430
2014040505,3258699,2476769.82,8364605,6494514,5,5,20140401,20140430
2014040506,4082172,3154833.39,11597780,9034851,6,5,20140401,20140430
2014040507,2033122,1580718.6,6513972,5055188,7,5,20140401,20140430
2014040508,2441936,1902164.73,8922120,6773240,8,5,20140401,20140430
2014040509,2625817,2211170.12,10380731,8278626,9,5,20140401,20140430
2014040510,3150727,2460198.26,6647903,5182794,10,5,20140401,20140430
2014040511,3813785,3000243.1,10198677,7913832,11,5,20140401,20140430
2014040512,2636440,2036692.87,11925478,9171054,12,5,20140401,20140430
2014040602,2035708,1561093.53,8765148,6761642,2,6,20140401,20140430
2014040603,3832142,2995494.21,17259587,13391395,3,6,20140401,20140430
2014040605,3259061,2500882.14,10268393,7942612,5,6,20140401,20140430
2014040606,1686640,1299696.88,7835854,6079262,6,6,20140401,20140430
2014040607,2613643,2042317.34,8500449,6653625,7,6,20140401,20140430
2014040608,1953457,1556390.96,15245605,11784323,8,6,20140401,20140430
2014040610,1860204,1439573.32,5649219,4343312,10,6,20140401,20140430
2014040611,2300685,1735420.47,6859037,5316980,11,6,20140401,20140430
2014050101,3307232,5023465.49,9975249,15280337,1,1,20140501,20140530
2014050102,3949788,6046626.51,6348739,9917053,2,1,20140501,20140530
